;question;answer;label
85;What are the consequences for a guest who fails to vacate the room within the designated time?;"
Upon leaving their room, guests are obliged to turn off all water taps, and to turn off all
electric lighting and other electrical appliances in the room and close the door. Guests bear
full responsibility for any damages, which ensue from failure to abide by this prescription.";0
86;What are the consequences for a guest who fails to vacate the room within the designated time?;"
Hotel guests are obliged to abide by the provisions of these hotel regulations. In the case of
serious violation, the reception or hotel management may withdraw from the contract on
accommodation services before the elapse of the agreed period.";0
87;What is the fee for a late check-out?;" If our guests require early check-in or late check-out, they
must contact our hotel reception in advance. Our colleagues may provide this service upon
availability and with possible extra costs.";0
88;What is the fee for a late check-out?;"
Guests are obliged to pay the price agreed upon according to the written confirmation of
their reservation. ‘On the spot’ payments for accommodation and other services are to be
made at the beginning of the stay. The bill is payable upon presentation to the guest.";0
89;What is the hotel's official check-in time? ;"
Check-in is possible from 14:00 on the day of arrival. On the day of travel, the room must
be vacated by 11:00 at the latest.";0
90;What is the hotel's official check-in time? ;"
Hotel guests may receive visits in their hotel rooms from guests not staying in the hotel.
Visitors must present a personal document at the hotel reception and register in the visitors'
book. These visits can last for only a maximum of 2 hours and must finish until 10:00 pm.";0
91; What happens if a guest checks in after midnight?;"
Check-in is possible from 14:00 on the day of arrival. On the day of travel, the room must
be vacated by 11:00 at the latest.";0
92; What happens if a guest checks in after midnight?;"
Between the hours of 10:00 pm and 06:00 am guests are obliged to maintain low noise
levels.";0
93;Is the hotel management required to give consent for guests to move furniture?;"
Hotel guests are obliged to abide by the provisions of these hotel regulations. In the case of
serious violation, the reception or hotel management may withdraw from the contract on
accommodation services before the elapse of the agreed period.";0
94;Is the hotel management required to give consent for guests to move furniture?;"
Guests are responsible for damages caused to hotel property according to the valid legal
prescriptions of Hungary.";0
95;What type of electrical appliances are guests allowed to use in their rooms? ;"
Guests may not move furniture or interfere with the electrical network of electrical
appliances or other installation in any way without the consent of the hotel management.";0
